job_title,skills_text,clean_title,role_label
Banking data engineer: kpi-driven sql & pipelines,a technology solutions firm based in riyadh is looking for a skilled data engineer to optimize data pipelines and curate highquality datasets for enterprise reporting the ideal candidate should have 35 years of experience in the banking sector strong sql skills and a solid understanding of data quality and performance optimization this fulltime position requires collaboration with business and bi teams for effective data management j18808ljbffr,banking data engineer kpi driven sql pipelines,data engineer
Core banking data engineer — etl & data pipelines,a leading technology solutions provider in saudi arabia is seeking a highly skilled senior data engineer specializing in core banking systems the role involves designing and implementing data solutions tailored for t24 and cortex environments responsibilities include optimizing etl processes ensuring data quality and collaborating with business stakeholders this position offers an opportunity to contribute to data governance and compliance in the banking sector making a significant impact on data integrity and performance j18808ljbffr,core banking data engineer etl data pipelines,data engineer
Senior ML/Data Ops Engineer II,tabby creates financial freedom in the way people shop earn and save by reshaping their relationship with money over 15 million users choose tabby to stay in control of their spending and make the most out of their money the companys flagship offering allows shoppers to split their payments online and instore with no interest or fees over 40000 global brands and small businesses including amazon noon ikea and shein use tabby to accelerate growth and gain loyal customers by offering easy and flexible payments online and in stores tabby generates over 10 billion in annual transaction volume for its partner brands and is the highestrated mostreviewed largest and fastestgrowing fintech in the gcc region tabby launched in 2019 and has since raised 1 billion in equity and debt funding from global and regional investors and is now valued at 45 billion department infrastructure employment type full time location remote workplace type fully remote reporting to evgenii perepelkin key skills and responsibilities llm serving model management deep expertise in highthroughput serving using vllm nvidia tensorrtllm and sglang to minimize latency and maximize hardware efficiency handson experience deploying and optimizing largescale openweights models specifically deepseek 3132 qwen and gptoss variants advanced optimization and security hardening of docker specifically for gpu environments managing model weights and orchestration within kubernetes gke environments realtime data engineering cdc designing and maintaining highthroughput cdc change data capture pipelines using the apache ecosystem eg debezium kafka to sync data from cloud postgresql deploying and tuning clickhouse for realtime analytics ml feature storage and highspeed logging orchestrating complex ml data workflows using airflow google cloud composer to ensure data reliability must core infrastructure networking strong linux systems expertise including internals networking and performance tuning for largescale distributed systems experience with istio service mesh to manage microservices communication and traffic provisioning and maintaining dedicated gpu nodes a100h100h200b200 including driver management and oslevel tuning using ansible solid kubernetes expertise controllers crds cni and ingress cicd tooling implementing pipelines as code within gitlab ci managing runners caching and security scanning infrastructure as code with terraform and terragrunt proficiency in pythonbash for building custom automation and ai agent tooling load testing observability conducting rigorous load testing for genai applications focusing on metrics like ttft tps and rps deploying and managing litellm gateway for unified api access load balancing and cost tracking experience with datadog for monitoring gpu utilization inference health and log pipelines soft skills strong ownership mindset balancing speed reliability and cost comfortable working crossfunctionally with developers security and compliance excellent sense of responsibility and accountability english b2 or higher nice to have experience with pcidss soc2 or regulations compliance environments our tech stack linux docker kubernetes gcp gke cloud postgresql datadog gitlab apache cdc clickhouse airflow istio terraform terragrunt ansible vllm tensorrtllm sglang litellm deepseek qwen go python what we offer fulltime b2b contract fully remote setup work from anywhere in europe up to 20 tax allowance 22 paid leave days annually stock options esop in a fastscaling preipo company flexi benefits you can use for wellness travel or learning work alongside a highperforming international engineering team in a global fintech unicorn relocation support is available to our hubs in armenia georgia serbia and spain including flights temporary accommodation and legal setup about tabby tabby creates financial freedom in the way people shop earn and save by reshaping their relationship with money the companys flagship offering allows shoppers to split their payments online and instore with no interest or fees over 32000 global brands and small businesses including amazon noon ikea and shein use tabby to accelerate growth and gain loyal customers by offering easy and flexible payments online and in stores tabby has generated over 7 billion in transaction volume for its partner brands and has the highest rated most reviewed largest and fastest growing app of any fintech in the gcc region tabby launched operations in 2020 and has raised 1 billion in equity and debt funding from global and regional investors not quite right register your interest to be notified of any roles that come along that meet your criteria our hiring process stage 1 applied stage 2 review stage 3 hr call tabby stage 4 technical interview tabby stage 5 final interview tabby stage 6 hired,ml data ops engineer ii,ai/ml engineer
Full-Time Big Data Engineer in Jeddah,hire fulltime big data engineer in jeddah permanent employees,full time big data engineer in jeddah,data engineer
Graph Data Engineer,we are looking for a graph data engineer in this role you will get to work alongside various experts in product and engineering example responsibilities develop realtime graph data pipelines that capture and process relevant data integrating vector databases for efficient similarity searches to uncover patterns indicative of fraudulent activities deploy the integrated solution to production ensuring a robust and scalable infrastructure conduct benchmarking and performance optimization for both vector and graph databases to meet the demands of realtime fraud detection design and implement a cohesive system where vector and graph infrastructure complement each other seamlessly combining their strengths to enhance fraud detection capabilities collaborate with crossfunctional teams to identify specific use cases where vector and graph databases can work in tandem devising data models that optimize the strengths of both technologies for effective fraud detection collaborate with the operations team to define and implement efficient maintenance and update strategies for both vector and graph databases ensuring seamless operation in a dynamic production environment skills and experience bachelors or masters degree in computer science data science machine learning or related field extensive experience in designing implementing and optimizing realtime graph data pipelines for fraud detection with a proven track record of deploying solutions to production environments strong proficiency in graph theory graph algorithms and graph databases eg neo4j amazon neptune tigergraph coupled with extensive knowledge of vector databases opensearch milvus proficient in python java or scala for developing and maintaining data engineering pipelines with expertise in apache spark flink and containerization docker kubernetes experienced in cloud platforms aws azure google cloud and skilled in working with various databases and data warehouses for efficient data processing and storage familiar with operations tools such as terraform jenkins and cloudformation for automating infrastructure provisioning deployment and maintenance in production environments,graph data engineer,data engineer
AI Engineer & Data Engineer – Internship,we are offering an exciting internship opportunity for saudi nationals to gain handson experience in artificial intelligence and data engineering this role is ideal for candidates who are passionate about data analytics and ai technologies and are eager to build a strong foundation in realworld projects key responsibilities assist in developing and maintaining data pipelines etlelt for structured and unstructured data support data cleaning preprocessing and transformation activities work with python and sql for data analysis and automation tasks assist in building training and testing basic aiml models under guidance support data visualization and reporting for business insights collaborate with senior engineers and crossfunctional teams on ongoing projects document processes code and learnings as part of best practices required skills qualifications saudi national mandatory currently pursuing final year or recently completed a degree in computer science data science ai engineering or a related field basic knowledge of python and sql understanding of data concepts databases and data processing fundamentals introductory knowledge of machine learning or ai concepts is a plus familiarity with tools such as pandas numpy or any ml libraries is an advantage strong analytical thinking and problemsolving skills willingness to learn and adapt in a fastpaced environment preferred good to have exposure to cloud platforms aws azure or gcp basic understanding of data visualization tools power bi tableau or similar knowledge of version control tools like git what you will gain practical exposure to ai and data engineering projects mentorship from experienced professionals opportunity to build a strong technical foundation internship completion certificate and potential future opportunities based on performance internship duration 6 months work mode onsite hybrid as per project and company policy eligibility only saudi nationals are eligible to apply compensation paid internship about the company founded in 2022 the company is dedicated to democratizing worldclass datadriven transformations for organizations of all sizes we empower businesses to achieve sustainable competitive advantages by helping them become datadriven enterprises our mission focuses on simplifying complex solutions building a knowledgeable customer community and fostering strong partnerships the company aims to make bestinclass data solutions accessible beyond traditional consulting models,ai engineer data engineer ship,data engineer
Hybrid Data Engineer in Jeddah,hire hybrid data engineer in jeddah flexible remote and onsite work,hybrid data engineer in jeddah,data engineer
"Remote Senior Data Engineer - ETL, Python & ML Architect",a leading data analytics firm is seeking a senior data engineer to design and implement scalable data solutions the ideal candidate will have strong skills in python cloud services and data workflow management this remote position requires collaboration across teams to enhance datadriven products and resolve data quality issues experience with machine learning and a relevant degree are essential j18808ljbffr,data engineer etl python ml architect,data engineer
Freelance Job: Senior Data Engineer,we are seeking a senior data engineer to design implement and optimize data pipelines utilizing scala spark and java the ideal candidate will develop and maintain realtime data processing systems essential for business operations collaboration with data scientists and analysts is crucial to understand data requirements and deliver highquality solutions responsibilities include ensuring data quality through robust testing monitoring workflows and troubleshooting pipelines candidates should possess a degree in computer science or engineering with proven experience in data engineering realtime processing and sql proficiency familiarity with cloud platforms and data governance is preferred we offer a competitive salary benefits and opportunities for professional growth in a collaborative environment key responsibilities design implement and optimize data pipelines using scala spark and java develop and maintain realtime data processing systems to support businesscritical operations collaborate with data scientists analysts and other stakeholders to understand data requirements and deliver highquality solutions ensure data quality and reliability through robust testing and validation procedures monitor and troubleshoot data pipelines and workflows to ensure high availability and performance stay current with emerging technologies and industry best practices to continuously improve our data infrastructure qualifications bachelors or masters degree in computer science engineering or a related field proven experience with scala spark and java in a data engineering or similar role strong understanding of realtime data processing and streaming technologies experience with big data platforms and tools such as hadoop kafka and flink is a plus proficiency in sql and experience with relational databases excellent problemsolving skills and attention to detail strong communication and collaboration skills to work effectively with crossfunctional teams preferred skills experience with cloud platforms aws azure google cloud and their data services knowledge of data warehousing solutions and etl processes familiarity with data governance and security best practices,freelance job data engineer,data engineer
Freelance Big Data Engineer Jobs in Riyadh,find freelance big data engineer gigs in riyadh independent projects remote work flexible schedules,freelance big data engineer jobs in riyadh,data engineer
"SAS Data Engineer: ETL, Data Modeling & Warehousing",a leading data solutions company in riyadh is seeking a skilled sas data engineer to design build and prepare data pipelines and models this role requires 5 years of sas experience and a strong understanding of etl processes data warehousing and data quality you will collaborate with diverse teams to ensure data accuracy and support analytics needs this position offers a chance to work with cuttingedge sas technologies in a dynamic environment j18808ljbffr,sas data engineer etl data modeling warehousing,data engineer
Senior Data Engineer,at aajil formerly buildnow were powering smarter decisions for b2b commerce through datadriven credit solutions as a senior data engineer remote youll build and scale the data infrastructure that fuels our underwriting models analytics dashboards and realtime decision engines if you have serious technical chops love designing robust systems at scale and thrive in collaborative environments this is your opportunity to do some of the most challenging data engineering work in fintech what youll do building and scaling data infrastructure that processes millions in transaction volume and powers realtime credit decisions designing and implementing data pipelines across data lakehouses olap systems and eventdriven architectures using gcp or aws optimizing etlelt workflows with tools like dbt airflow spark and kafka to ensure data reliability and performance at scale implementing realtime data processing and streaming analytics that support instant underwriting decisions productionizing ml models in collaboration with data scientists ensuring models run efficiently in production contributing to technical strategy for data architecture tooling decisions and infrastructure improvements collaborating closely with engineering leadership risk product and analytics teams to solve complex data challenges writing productiongrade code with strong python fundamentals clean architecture and robust testing ensuring data quality governance and security across all systems and pipelines what were looking for 5 years of experience in data engineering with a proven track record of building and scaling production data systems in highgrowth environments deep expertise in cloud platforms gcpaws and modern data tools dbt airflow spark kafka bigqueryredshift strong programming fundamentals in python with solid understanding of data structures algorithms and software engineering best practices handson experience with diverse data architectures including data lakehouses delta lake iceberg olap systems and eventdriven pipelines proven ability to design and optimize for scale tackling performance cost and reliability challenges in highthroughput environments experience productionizing ml models and working closely with data science teams strong problemsolving skills and ability to troubleshoot complex issues across distributed systems excellent collaboration skills and ability to work effectively with both technical and nontechnical stakeholders track record of shipping complex projects from design to production nicetohave experience in fintech lending or credit risk environments familiarity with data governance and compliance frameworks contributions to opensource data tools or active involvement in the data engineering community experience with realtime fraud detection or underwriting systems why aajil hard problems tackle challenging data engineering problems in credit risk fraud detection and realtime underwriting cuttingedge stack work with modern tools like kafka airflow dbt delta lake and cloudnative architectures collaborative team work alongside experienced engineers solving complex problems together real impact your work directly influences how we underwrite 800 smes and process millions in transaction volume builder culture no bureaucracy just meaningful technical work that moves the business forward j18808ljbffr,data engineer,data engineer
Technical Solutions Professional  - Data & AI,business overview alnafitha it is a leading independent provider of it services and solutions in saudi arabia founded in 1993 as a fully saudiowned company we have established ourselves from a startup business to a market leader offering a comprehensive range of it solutions tailored to meet the unique requirements of our clients our expertise spans across various domains including microsoft aws manageengine and zoho solutions ensuring that we deliver strategic it solutions that drive digital transformation and operational excellence to our clients with over 30 years of experience alnafitha it has successfully completed more than 4000 projects serving over 3000 satisfied customers and collaborating with 65 partners our commitment to excellence is evident in our customercentric approach which emphasizes engagement collaboration and a relentless pursuit of quality in every interaction our vision is to be the kingdoms most customercentric provider for digital transformation and consultation fostering innovation and excellence in all our solutions we are dedicated to optimizing operational efficiency and ensuring effective resource utilization to enhance customer satisfaction and profitability at alnafitha it we believe in empowering our employees and nurturing their growth which is essential for driving leadership in technology and customer satisfaction as we continue to expand our presence in the it landscape we remain committed to delivering cuttingedge solutions that not only meet but exceed our clients expectations job summaryobjective the presales solution professional data ai provides specialized presales technical expertise in designing and supporting datadriven and artificial intelligence solutions across enterprise customers the role supports the sales process by identifying customer needs developing tailored data and ai solution proposals and delivering technical presentations and demonstrations key responsibilities presales engagement support collaborate with the sales and business development teams to understand customer requirements related to data management analytics and ai adoption assist in evaluating customer data landscapes and contribute to the preparation of data ai solution proposals based on microsoft azure power bi and related technologies translate client requirements into conceptual solution outlines following established frameworks and templates participate in qualification meetings and contribute technical input to align opportunities with available solutions solution preparation and documentation prepare and maintain technical documentation solution briefs and rfp responses ensuring alignment with company standards support the preparation of data flow diagrams architecture visuals and use case scenarios for proposals and presentations ensure all documentation meets quality accuracy and completeness standards before submission demonstrations and proof of concepts pocs assist in developing and delivering demonstrations and pocs for customers to showcase data visualization reporting and ai capabilities set up sample environments under guidance to validate proposed solutions gather customer feedback during poc sessions and provide structured summaries to the presales solution executive or relevant teams collaboration and crossfunctional coordination coordinate with internal delivery operations and technology teams to ensure technical feasibility and alignment during the presales stage maintain communication with the solution delivery teams to ensure smooth transition from proposal to implementation knowledge management and improvement stay up to date with emerging technologies in data ai and analytics within microsoft and other major platforms participate in internal enablement sessions and continuous learning programs to strengthen technical capability contribute suggestions for improving proposal templates presentation materials or internal presales tools requirements qualifications education bachelors degree in computer science data science information technology engineering or related field experience 68 years of experience in technical presales data engineering analytics or aifocused consulting exposure to data platform design data governance and analytical reporting projects experience assisting in rfp development proposal preparation or solution documentation familiarity with microsoft azure data services synapse data factory databricks ai services power bi understanding data lifecycle management ai model concepts and analytics workflows ability to assist in building dashboards basic ai demos or workflow automation scenarios awareness of data security and compliance standards strong analytical and problemsolving ability good communication and presentation skills with technical and nontechnical audiences strong organizational skills to manage time and deliverables independently collaborative mindset with attention to process adherence and team coordination equal employment opportunity commission alnafitha it is an equal opportunity employer and does not discriminate based on race color creed national origin ancestry religion age citizenship sex marital or veteran status disability or handicap sexual orientation or any other basis prohibited by applicable law alnafitha it also takes affirmative action to employ and advance in employment qualified women minorities and diversity representations alnafitha it also makes reasonable accommodations for qualified individuals with disabilities in accordance with the saudi and egyptian employment laws,technical solutions professional data ai,ai/ml engineer
Data Engineer Specialist,description role main purpose the data engineer is responsible for designing developing and maintaining data infrastructure pipelines and integrations that support enterprisewide data analytics reporting and business intelligence the role focuses on ensuring data availability quality and security to enable effective decisionmaking across the organization the data engineer will work closely with it data analysts business intelligence teams and corporate stakeholders to build scalable automated and cloudoptimized data solutions that integrate with various business applications erp systems crm platforms and data warehouses responsibilities data pipeline development etl extract transform load design develop and maintain scalable etlelt pipelines for data extraction transformation and loading from multiple internal and external sources ensure data is clean normalized and optimized for reporting and analytics automate data workflows and batch processes to improve operational efficiency use python sql apache airflow to manage data transformations gathering wrangling and verifying data from various sources data infrastructure engineering design develop and maintain scalable realtime data pipelines for data ingestion transformation and storage ensure seamless data integration from various sources implement big data frameworks and cloudbased architecture eg aws azure gcp tailored for sports analytics database management optimization manage structured and unstructured data across relational sql and nosql databases eg postgresql mongodb snowflake optimize database performance to support largescale data analytics implement data partitioning indexing and caching strategies to enhance query performance business intelligence reporting support enable datadriven decisionmaking by supporting bi teams with data models and analytical datasets work with power bi tableau or other visualization tools to optimize reporting performance implement selfservice analytics frameworks to empower business users with easy access to data data integration business application connectivity integrate data from multiple systems to create a centralized data repository develop and manage apis and middleware solutions for seamless data flow between corporate applications work with thirdparty data providers and external apis to enrich business data ai machine learning data enablement assist in developing predictive analytics forecasting models and anomaly detection use cases ensure efficient feature engineering and data preparation for machine learning initiatives data security compliance security measures work with the data protection and cybersecurity to implement the data protection and cybersecurity measures to protect the application stack from threats access control managing who can access the application and what they can do conduct regular data integrity checks and audits to maintain accuracy and reliability maintaining data integrity data error checking regularly verifying data to identify and correct errors validation procedures ensuring data meets specific criteria before its used application integration integrate sports data platforms with erp crm ticketing and broadcasting systems to ensure seamless data flow maintain api lifecycle management for datasharing across internal and external stakeholders data lifecycle management archiving data migration ensuring data is securely transferred to new systems assess impact evaluate the impact of retiring these applications on business operations and data integrity data extraction and transformation thoroughly examine and extract all necessary data from the application data archiving coherent and accessible data archive ensuring it includes necessary metadata for future reference maintain data establish retention policies to manage the archived data according to business and regulatory requirements best practice standardization implement best practices for data modelling metadata management and data architecture automation use cicd pipelines for data engineering workflows to enhance agility data quality management enforce data validation anomaly detection and reconciliation processes security compliance regularly audit and ensure compliance with corporate data governance policies collaboration work closely with business it and analytics teams to align data solutions with enterprise needs education experience 5 years of experience in data engineering data architecture or big data processing proven expertise in building etl pipelines data warehouse management and cloudbased data platforms experience working with structured semistructured and unstructured data bachelors or masters degree in computer science data engineering information systems or a related field certifications in aws data engineering azure data fundamentals or google data engineer preferred knowledge skills low ego gogetter cando attitude ability to build relationships based on transparency adopt apply and promote the spl culture and values performance ambition governance professionalism ability to transfer confidence to team members ability to transfer knowledge and experience to team members promote openness and clarity ability to manage and develop people ability to delegate problemsolving skills decision making effective and clear communication technical skills programming strong expertise in sql python java or scala for data processing databases experience with sql postgresql mysql sql server and nosql mongodb dynamodb databases data warehousing handson experience with snowflake redshift bigquery or azure synapse big data frameworks knowledge of apache spark hadoop databricks or kafka for largescale data processing cloud platforms proficiency in aws glue lambda s3 azure data factory synapse or gcp bigquery dataflow workflow automation familiarity with apache airflow or prefect for data pipeline orchestration apis integrations ability to develop and manage restful apis json xml for data exchange,data engineer,data engineer
"Payroll Data Engineer: MSBI, SQL & HCM Analytics",a leading tech company in riyadh is seeking a proficient individual to design develop and maintain msbi solutions this role involves creating and managing data warehouses collaborating with stakeholders and writing complex sql queries for efficient data integration the ideal candidate should have experience in performance troubleshooting and a solid understanding of data modeling and etl processes join us in delivering highquality msbi solutions while ensuring data integrity and performance optimization j18808ljbffr,payroll data engineer msbi sql hcm analytics,data engineer
"Senior Data Engineer – Remote, Flexible Hours & Growth",a leading data solutions company in riyadh is seeking an experienced data engineer to build and optimize etl workflows and scalable data architectures on cloud platforms the ideal candidate should have over 7 years of experience in data engineering proficiency in sql and python and familiarity with cloud data services this role offers professional growth in an innovative environment that values worklife balance and teamwork j18808ljbffr,data engineer flexible hours growth,data engineer
"Senior Data Engineer – Remote, Flexible Hours & Growth",a leading data solutions company in riyadh is seeking an experienced data engineer to build and optimize etl workflows and scalable data architectures on cloud platforms the ideal candidate should have over 7 years of experience in data engineering proficiency in sql and python and familiarity with cloud data services this role offers professional growth in an innovative environment that values worklife balance and teamwork j18808ljbffr,data engineer flexible hours growth,data engineer
"Engineers, Engineering Design & Technologists, Data Engineer",position engineers jobs feb 2026 baytcom overview summary discover a challenging opportunity to lead the implementation of spatial data projects in the saudi market bringing expertise in geospatial analysis and team collaboration this role emphasizes practical work project delivery and mentorship for staff while maintaining high standards of data quality and compliance you will work with a multidisciplinary team to turn complex geographic data into actionable insights for urban planning and infrastructure responsibilities lead the implementation of spatial data projects in the saudi market bringing expertise in geospatial analysis and team collaboration emphasize practical work project delivery and mentorship for staff while maintaining high standards of data quality and compliance work with a multidisciplinary team to turn complex geographic data into actionable insights for urban planning and infrastructure j18808ljbffr,engineers engineering design technologists data engineer,data engineer
Full-Time Data Engineer in Jeddah,hire fulltime data engineer in jeddah permanent employees,full time data engineer in jeddah,data engineer
Senior Data Scientist / Senior ML Engineer,who are we we are foodics a leading restaurant management ecosystem and payment tech provider founded in 2014 with headquarter in riyadh and offices across 5 countries including uae egypt jordan and kuwait we are currently serving customers and partners in over 35 different countries worldwide our innovative products have successfully processed over 6 billion yes billion with a b orders so far making foodics one of the most rapidly evolving saas companies to ever emerge from the mena region also foodics has achieved three rounds of funding with the latest raising 170 million in the largest saas funding round in mena boosting its innovation capabilities to better serve business owners the job in a nutshell you will lead the design development and deployment of mlaigenai models that power core foodics products eg pricing personalization fraud detection youll collaborate with data engineers product managers and platform teams to deliver productiongrade models with real impact what will you do own endtoend ml model lifecycle problem framing data exploration training deployment monitoring design and develop scalable solutions using classical ml and genai techniques implement mlops best practices versioning reproducibility monitoring cicd for models collaborate with squads and platform teams to ensure reusability and adherence to standards mentor junior ml engineers and contribute to the internal ml knowledge base integrate models with apis and backend services as needed embrace and enforce a you build it you run it approach owning the full lifecycle of ml models from development through monitoring and continuous improvement what are we looking for 5 years experience in applied ml ai or data science strong proficiency in python and mlai libraries eg scikitlearn pytorch tensorflow xgboost huggingface transformers experience with mlops tools eg mlflow sagemaker and managing versioning testing and observability deep understanding of model development workflows including feature engineering hyperparameter tuning model evaluation and ab testing deep understanding of statistical modeling statistical inference and the appropriate application of statistical tests eg ttest chisquare anova regression analysis ability to interpret results and communicate implications to both technical and nontechnical audiences proven track record of deploying ml models in production at scale knowledge of ml best practices including bias mitigation explainability eg shap lime and model monitoring for drift and fairness strong understanding of data pipelines experimentation and model evaluation familiarity working in a cloudnative environment aws preferred with cicd gitops and iac tools eg terraform cdk handson experience with genai llm integration eg rag finetuning embeddings prompt engineering and tools such as langchain langgraph or llamaindex what we offer you we believe you will love working at foodics we have an inclusive and diverse culture that encourages innovation we offer highly competitive compensation packages including bonuses and the potential for shares we prioritize personal development and offer regular training and an annual learning stipend to tackle new challenges and grow your career in a hypergrowth environment join a talented team of over 30 nationalities working in 14 countries and gain valuable experience in an exciting industry we offer autonomy mentoring and challenging goals that create incredible opportunities for both you and the company,data scientist ml engineer,data scientist
Lead Data Engineer,job position lead data engineer architect fsldm data lakehousecompany ridik pte ltdexperience 8 yearslocation jeddah saudijob summarywere looking for a job positionlead data engineer architect fsldm data lakehouseto support our team in dubai this role offers the opportunity to work on meaningful projects collaborate with talented colleagues and contribute to the success of a growing company if youre someone who takes initiative values continuous learning and thrives in a collaborative setting wed love to hear from youkey skills responsibilitieswe are seeking a seasoned data professional to drive the design and implementation of a modern data lakehouse for a major financial services program the ideal candidate will be an expert in the teradata fsldm framework and possess deep expertise in informatica for complex etlelt orchestration you will be responsible for transforming raw financial data into a structured highperformance lakehouse architecture that supports both bi and advanced analyticstechnical requirements core model expertlevel knowledge of fsldm financial services logical data model is mandatory primary database extensive experience with teradata vantage architecture utilities like bteq fastload multiload integration tools advanced proficiency in informatica powercenterinformatica intelligent cloud services lakehouse experience proven experience in building or maintaining data lakehouse architectures combining the flexibility of data lakes with the performance of data warehouses domain knowledge strong understanding of bankingfinancial services domains risk finance regulatory reporting or retail banking sql mastery expert in writing and optimizing complex analytical sql queriesabout clps ridikridik is a global technology solutions provider and a subsidiary of clps incorporation nasdaq clps delivering cuttingedge endtoend services across banking wealth management and ecommerce with deep expertise in ai cloud big data and blockchain we support clients across asia north america and the middle east in driving digital transformation and achieving sustainable growth operating from regional hubs in 10 countries and backed by a global delivery network we combine local insight with technical excellence to deliver real measurable impact join ridik and be part of an innovative fastgrowing team shaping the future of technology across industrieswe will review applications on a rolling basis until 27th jan 2026 and early submissions are encouraged please note that only shortlisted candidates will be contacted thank you for your understanding,data engineer,data engineer
Contract Data Engineer in Riyadh,hire contract data engineer candidates in riyadh projectbased engagements,contract data engineer in riyadh,data engineer
Senior Data Engineer,consensys is the leading blockchain and web3 software company founded by joe lubin ceo of consensys and cofounder of ethereum since 2014 consensys has been at the forefront of innovation pioneering technological developments within the web3 ecosystem through our product suite including the metamask platform infura linea diligence and our nft toolkit phosphor we have become the trusted collaborator for users creators and developers on their path to build and belong in the world they want to see whether building a dapp an nft collection a portfolio or a better future the instinct to build is universal consensys inspires and champions the builder instinct in everyone by making web3 universally easy to use and develop on our mission is to unlock the collaborative power of communities by making the decentralized web universally easy to access use and build on youll get to work on the tools infrastructure and apps that scale these platforms to onboard one billion participants and 5 million developers youll be constantly exposed to new concepts ideas and frameworks from your peers and as you work on different projects challenging you to stay at the top of your game youll join a network of builders that reaches the edge of our ecosystem consensys alumni have moved on to become tech entrepreneurs ceos and team leads at tech companies about the data team the data team sits within the office of the coo and builds the infrastructure that powers analysis across the organisation we design run and optimise pipelines that bring together product marketing and financial data at scale our role is to ensure data is reliable accessible and ready for usehelping consensys move fast while maintaining quality and trust what youll do design build and maintain robust data pipelines that integrate sources across the business collaborate closely with analysts business stakeholders and other engineering teams to gather requirements align timelines discuss architecture and ensure successful delivery document data pipelines best practices and processes to support onboarding and knowledge sharing within the team develop and optimize data models to deliver trusted structured and businessready data ensure data quality security and governance are embedded in all pipelines and systems orchestrate and monitor pipeline execution to ensure reliability and scalability deploy and manage infrastructure as code build and tune big data pipelines using sql python and distributed processing frameworks work with cloud data warehouses to enable insights and analytics maintain and update reporting solutions and user dashboards automate workflows and improve cicd pipelines to reduce manual processes would be great if you brought this to the role over 6 years of experience as a data engineer use trusted execution environments tees to securely process sensitive user data ensuring it remains protected and only aggregated insights are released strong sql skills and experience with cloud warehouses eg snowflake bigquery redshift handson experience with transformation and orchestration tools eg dbt airflow dagster comfort with python or other scripting languages for etl and automation familiarity with data governance and metadata management eg datahub experience deploying and managing infrastructure as code eg terraform pulumi exposure to data integration and ingestion tools eg airbyte segment experience with big data and distributed processing eg apache spark aws emr s3 exposure to open source projects experience maintaining and improving reporting solutions and dashboards eg presetsuperset cubedev familiarity with cicd practices and automation eg github actions a collaborative mindset and eagerness to work with both technical and nontechnical colleagues dont meet all the requirements dont sweat it were passionate about building a diverse team of humans and as such if you think youve got what it takes for our chaoticbutfun remotefriendly startup environmentapply anyway detailing your relevant transferable skills in your cover letter while we have a pretty good idea of what we need were ready for you to challenge our thinking on who needs to be in this role it is a requirement of employment in this position that applicants will be required to submit to background checks including but not limited to employment education and criminal record checks further details will be provided to applicants that successfully meet the criteria for the position as determined by the company in its sole discretion by submitting an application for employment you are acknowledging and consenting to this requirement the salary range for usbased candidates only will be determined throughout the interview process depending on experience and skills us pay range not including bonus equity or other benefits 156000187000 usd in the rapidly evolving web3 space we believe that everyone is a builder this expansive paradigm requires a range of backgrounds talents skills and experiences to influence and shape the future at consensys this diversity fuels our ability to shift control and redefine the realm of possibility we are committed to ensuring that our technology empowers people and communities with economic and political agency through decentralized technologies we welcome the range of perspectives and differences and celebrate them were excited to see how your unique skills as a builder can contribute to our vision drive innovation and help us shape a more inclusive web3 consensys is an equal opportunity employer all employment decisions are made without regard to race color national origin ancestry sex gender gender identity or expression sexual orientation age genetic information religion disability medical condition pregnancy marital status family status veteran status or any other characteristic protected by law consensys is aware of fraudulent recruitment practices and we encourage all applicants to review our best practices to protect yourself which can be found httpsconsensysiocareersbestpracticestoavoidrecruitmentfraud,data engineer,data engineer
